modId:ID,name,version,author,pzVersion,description,:LABEL
Base.W460EngineDoor2,,Base,Base,,,Item
Base.W460CarFrontDoor2,,Base,Base,,,Item
Base.W460CarRearDoor2,,Base,Base,,,Item
Base.W460TrunkDoor2,,Base,Base,,,Item
Base.W460TrunkSplitDoor2,,Base,Base,,,Item
Base.W460CarSeatFront2,,Base,Base,,,Item
Base.W460CarSeatRear2,,Base,Base,,,Item
Base.W460Windshield2,,Base,Base,,,Item
Base.W460SideWindow2,,Base,Base,,,Item
Base.W460RearWindshield2,,Base,Base,,,Item
Base.W460WindshieldArmor1,,Base,Base,,,Item
Base.W460CarFrontDoorArmor1,,Base,Base,,,Item
Base.W460CarRearDoorArmor1,,Base,Base,,,Item
Base.W460CarBackWindowArmor1,,Base,Base,,,Item
Base.W460WindshieldRearArmor1,,Base,Base,,,Item
Base.W460WindshieldRearArmorM,,Base,Base,,,Item
Base.W460Guards,,Base,Base,,,Item
Base.W460Bullbar2,,Base,Base,,,Item
Base.W460Bumper1,,Base,Base,,,Item
Base.W460Bullbar3,,Base,Base,,,Item
Base.W460BullbarM,,Base,Base,,,Item
Base.W460Mudflaps1,,Base,Base,,,Item
Base.W460Roofrack1,,Base,Base,,,Item
Base.W460RoofrackM,,Base,Base,,,Item
Base.mapper:ammoTypes,,Base,Base,,,Item
Base.ShotgunShellsBox,12号霰弹(盒装),Base,Base,,,Item
Base.CamaroSStire3,,Base,Base,,,Item
Base.69camaroEngineDoorRS,,Base,Base,,,Item
Base.69camaroEngineDoorSS,,Base,Base,,,Item
Base.69camaroDoor3,,Base,Base,,,Item
Base.69camaroTrunkDoor3,,Base,Base,,,Item
Base.69camaroFrontSeat3,,Base,Base,,,Item
Base.69camaroRearSeat3,,Base,Base,,,Item
Base.69camaroWindshield3,,Base,Base,,,Item
Base.69camaroFrontSideWindow3,,Base,Base,,,Item
Base.69camaroRearSideWindow3,,Base,Base,,,Item
Base.69camaroWindshieldRear3,,Base,Base,,,Item
Base.69camaroWindowArmor,,Base,Base,,,Item
Base.69camaroWindshieldArmor,,Base,Base,,,Item
Base.69camaroWindshieldRearArmor,,Base,Base,,,Item
Base.69camaroFrontBumper0,,Base,Base,,,Item
Base.69camaroFrontBumper1,,Base,Base,,,Item
Base.69camaroRearBumper0,,Base,Base,,,Item
Base.69camaroFrontBumperA,,Base,Base,,,Item
Base.69camaroFrontBumperB,,Base,Base,,,Item
Base.69camaroRearBumperA,,Base,Base,,,Item
Base.69camaroRearBumperB,,Base,Base,,,Item
Base.IronBar,,Base,Base,,,Item
Base.IronBarQuarter,,Base,Base,,,Item
Base.HeavyChainLink,,Base,Base,,,Item
Base.Stake,,Base,Base,,,Item
Xantji.BoxOfWoodJunkSmall,,Xantji,Xantji,,,Item
Xantji.BoxOfWoodJunkMedium,,Xantji,Xantji,,,Item
Base.ChairLeg,,Base,Base,,,Item
Xantji.BoxOfWoodJunkMediumPlus,,Xantji,Xantji,,,Item
Base.Branch_Broken,,Base,Base,,,Item
Xantji.BoxOfWoodJunkLarge,,Xantji,Xantji,,,Item
Base.FishingHook_Forged,,Base,Base,,,Item
Xantji.BoxOfIronJunkSmall,,Xantji,Xantji,,,Item
Xantji.BoxOfIronJunkMedium,,Xantji,Xantji,,,Item
Xantji.BoxOfIronJunkMediumPlus,,Xantji,Xantji,,,Item
Base.Golfclub,,Base,Base,,,Item
Xantji.BoxOfIronJunkLarge,,Xantji,Xantji,,,Item
Base.Toolbox,,Base,Base,,,Item
Xantji.Spring,,Xantji,Xantji,,,Item
Base.GoldSheet,,Base,Base,,,Item
Base.SilverSheet,,Base,Base,,,Item
Base.WristWatch_Left_ClassicBrown,,Base,Base,,,Item
Base.IronPiece,,Base,Base,,,Item
Base.Buckle,,Base,Base,,,Item
Base.BeerCanEmpty,,Base,Base,,,Item
Base.CanPipe,,Base,Base,,,Item
Base.AnimalBone,,Base,Base,,,Item
Base.SmallAnimalBone,,Base,Base,,,Item
Base.LargeAnimalBone,,Base,Base,,,Item
Base.JawboneBovide,,Base,Base,,,Item
Base.HerbivoreTeeth,,Base,Base,,,Item
Base.OldCarMuffler1,,Base,Base,,,Item
Base.IronBandSmall,,Base,Base,,,Item
Base.AluminumFragments,,Base,Base,,,Item
Base.TrunkDoor1,,Base,Base,,,Item
Base.LargeStone,,Base,Base,,,Item
Base.Stone2,,Base,Base,,,Item
Base.EmptySandbag,,Base,Base,,,Item
Base.Gravelbag,,Base,Base,,,Item
Base.FlatStone,,Base,Base,,,Item
Base.mapper:SmeltMapper,,Base,Base,,,Item
Base.mapper:leatherMapper,,Base,Base,,,Item
Base.CharcoalCrafted,,Base,Base,,,Item
Xantji.WoodAsh,,Xantji,Xantji,,,Item
Base.Coke,,Base,Base,,,Item
Base.Bucket,,Base,Base,,,Item
Xantji.SpringHardened,,Xantji,Xantji,,,Item
Base.Boxers_Hearts,,Base,Base,,,Item
Base.Shoes_Black,黑色鞋,Base,Base,,,Item
Xantji.RubberFlakes,,Xantji,Xantji,,,Item
Base.Shoes_ArmyBoots,军靴,Base,Base,,,Item
Base.RubberBand,,Base,Base,,,Item
Base.Fertilizer,,Base,Base,,,Item
Base.Petrol,,Base,Base,,,Item
Xantji.RubberProjectile556,,Xantji,Xantji,,,Item
Xantji.MetalProjectile556,,Xantji,Xantji,,,Item
Base.SharpedStone,,Base,Base,,,Item
Xantji.BlunderbussShell,,Xantji,Xantji,,,Item
Base.mapper:ProjectilesBoxMapper,,Base,Base,,,Item
Base.mapper:ProjectileMapper,,Base,Base,,,Item
Base.mapper:ShellsBoxMapper,,Base,Base,,,Item
Base.mapper:ShellMapper,,Base,Base,,,Item
Base.Plasticbag,,Base,Base,,,Item
Xantji.ImprovisedGlovesSurgical,,Xantji,Xantji,,,Item
Base.SteelWool,,Base,Base,,,Item
Base.VarmintRifle,R700 步枪,Base,Base,,,Item
Xantji.ConvertedVarmintRifle_MetalAmmo,,Xantji,Xantji,,,Item
Base.mapper:rifleType,,Base,Base,,,Item
Base.TreeBranch2,,Base,Base,,,Item
Xantji.ScrappyBlunderbuss,,Xantji,Xantji,,,Item
Base.IronChunk,,Base,Base,,,Item
Base.ClaySheetMold,,Base,Base,,,Item
Base.Cigar,,Base,Base,,,Item
Base.GardeningSprayCigarettes,,Base,Base,,,Item
Base.85oldsmobileDelta88EngineDoor1,,Base,Base,,,Item
Base.85oldsmobileDelta88TrunkDoor1,,Base,Base,,,Item
Base.85oldsmobileDelta88SeatFront1,,Base,Base,,,Item
Base.85oldsmobileDelta88SeatRear1,,Base,Base,,,Item
Base.85oldsmobileDelta88BumperFront0,,Base,Base,,,Item
Base.85oldsmobileDelta88BumperFrontA,,Base,Base,,,Item
Base.85oldsmobileDelta88BumperRear0,,Base,Base,,,Item
Base.Randombox_Normal,,Base,Base,,,Item
Base.Randombox_Opened,,Base,Base,,,Item
Base.Randombox_Rare,,Base,Base,,,Item
Base.Randombox_Legendary,,Base,Base,,,Item
Base.49powerWagonTire,,Base,Base,,,Item
Base.49powerWagonApocalypseTire,,Base,Base,,,Item
Base.49powerWagonEngineDoor2,,Base,Base,,,Item
Base.49powerWagonFrontDoor2,,Base,Base,,,Item
Base.49powerWagonRearDoor2,,Base,Base,,,Item
Base.49powerWagonTrunkDoor2,,Base,Base,,,Item
Base.49powerWagonSeat2,,Base,Base,,,Item
USMIL.Crate0,,USMIL,USMIL,,,Item
Base.49powerWagonTruckBedSeat2,,Base,Base,,,Item
Base.49powerWagonWindshield2,,Base,Base,,,Item
Base.49powerWagonSideWindow2,,Base,Base,,,Item
Base.49powerWagonWindshieldRear2,,Base,Base,,,Item
Base.49powerWagonWindshieldArmor,,Base,Base,,,Item
Base.49powerWagonFrontDoorArmor,,Base,Base,,,Item
Base.49powerWagonRearDoorArmor,,Base,Base,,,Item
Base.49powerWagonWindshieldRearArmor,,Base,Base,,,Item
Base.49powerWagonBumper0,,Base,Base,,,Item
Base.49powerWagonBullbar1,,Base,Base,,,Item
Base.49powerWagonBullbar2,,Base,Base,,,Item
Base.49powerWagonFrontFender,,Base,Base,,,Item
Base.49powerWagonRearFender,,Base,Base,,,Item
Base.49powerWagonFrontFenderMakeshift,,Base,Base,,,Item
Base.49powerWagonRearFenderMakeshift,,Base,Base,,,Item
Base.49powerWagonSideskirts0,,Base,Base,,,Item
Base.49powerWagonSideskirts1,,Base,Base,,,Item
Base.LabTestTube=2,,Base,Base,,,Item
Base.ElectronicsScrap=1,,Base,Base,,,Item
Base.SkillRequired:Electricity=1;Doctor=3,,Base,Base,,,Item
Base.SheetMetal=3,,Base,Base,,,Item
Base.Screws=10,,Base,Base,,,Item
Base.ElectricWire=2,,Base,Base,,,Item
Base.LightBulb=4,,Base,Base,,,Item
Base.LightBulbGreen=2,,Base,Base,,,Item
Base.SkillRequired:Doctor=3;Electricity=3,,Base,Base,,,Item
Base.ElectricWire=1,,Base,Base,,,Item
Base.BlowTorch=6,,Base,Base,,,Item
Base.Nails=4,,Base,Base,,,Item
Base.MetalBar=2,,Base,Base,,,Item
Base.ElectricWire=3,,Base,Base,,,Item
Base.BlowTorch=7,,Base,Base,,,Item
Base.SkillRequired:MetalWelding=2;Electricity=1,,Base,Base,,,Item
Base.Plank=5,,Base,Base,,,Item
Base.Nails=10,,Base,Base,,,Item
Base.keep Screwdriver=1,,Base,Base,,,Item
Base.keep Wrench=1,,Base,Base,,,Item
Base.keep Hammer=1,,Base,Base,,,Item
Base.SkillRequired:Doctor=2;Woodwork=3,,Base,Base,,,Item
Base.WeldingRods=3,,Base,Base,,,Item
Base.BlowTorch=4,,Base,Base,,,Item
Base.Result: Mov_Morge1=1,,Base,Base,,,Item
Base.Result: Mov_Morge2=1,,Base,Base,,,Item
Base.MetalBar=3,,Base,Base,,,Item
Base.Newspaper=12,,Base,Base,,,Item
Base.BucketPlasterFull=4,,Base,Base,,,Item
Base.PaintWhite=3,,Base,Base,,,Item
Base.Paintbrush,,Base,Base,,,Item
Base.LabDecorSkeleton,,Base,Base,,,Item
Base.Newspaper=6,,Base,Base,,,Item
Base.BucketPlasterFull=2,,Base,Base,,,Item
Base.PaintGrey=2,,Base,Base,,,Item
Base.PaintRed=1,,Base,Base,,,Item
Base.LabDecorVirusModel,,Base,Base,,,Item
Base.FrnGolgIngot=2,,Base,Base,,,Item
Base.FrnSilverIngot=2,,Base,Base,,,Item
Base.WeldingRods=4,,Base,Base,,,Item
Base.LabDecorCaduceus,,Base,Base,,,Item
Base.SheetPaper2=4,,Base,Base,,,Item
Base.Pencil=1,,Base,Base,,,Item
Base.Crayons=2,,Base,Base,,,Item
Base.SheetPaper2=3,,Base,Base,,,Item
Base.Scotchtape=2,,Base,Base,,,Item
Base.LabPosterSexyNurse,,Base,Base,,,Item
Base.LabTestTube=8,,Base,Base,,,Item
Base.LightBulb=3,,Base,Base,,,Item
Base.ElectronicsScrap=8,,Base,Base,,,Item
Base.PaintGreen=1,,Base,Base,,,Item
Base.Sound:Screw_A,,Base,Base,,,Item
Base.LabNeonSignPharmacy,,Base,Base,,,Item
Base.PaintOrange=1,,Base,Base,,,Item
Base.LabNeonSignPizza,,Base,Base,,,Item
Base.MatShatteredGlass,,Base,Base,,,Item
Base.MatShatteredGlass=1,,Base,Base,,,Item
Base.Needle/SutureNeedle,,Base,Base,,,Item
Base.SkillRequired:Doctor=3,,Base,Base,,,Item
Base.MatShatteredGlass=3,,Base,Base,,,Item
Base.WeldingRods=1,,Base,Base,,,Item
Base.keep Hammer/BallPeenHammer,,Base,Base,,,Item
Base.FrnIngotMold,,Base,Base,,,Item
Base.FrnGolgNugget=20,,Base,Base,,,Item
Base.FrnIngotMold=1,,Base,Base,,,Item
Base.Sound:Blow_Torch_B,,Base,Base,,,Item
Base.FrnGolgIngot,,Base,Base,,,Item
Base.FrnSilverNugget=20,,Base,Base,,,Item
Base.FrnSilverIngot,,Base,Base,,,Item
Base.SkillRequired:Doctor=5,,Base,Base,,,Item
Base.CmpFlaskWithBloodPlasma=1,,Base,Base,,,Item
Base.CmpFlaskWithBloodPlasma=2,,Base,Base,,,Item
Base.CmpFlaskWithLeukocytes=4,,Base,Base,,,Item
Base.CmpFlaskWithLeukocytes=5,,Base,Base,,,Item
Base.CmpFlaskWithBloodPlasma=4,,Base,Base,,,Item
Base.CmpTestTubeWithAntibodies=6,,Base,Base,,,Item
Base.SkillRequired:Doctor=7,,Base,Base,,,Item
"Base.MatShatteredGlass=1,BlowTorch=5",,Base,Base,,,Item
Base.WhiskeyEmpty/WineEmpty/WineEmpty2/BeerEmpty,,Base,Base,,,Item
Base.Category:Other,,Base,Base,,,Item
Base.Perfume,,Base,Base,,,Item
Base.Cologne,,Base,Base,,,Item
Base.SmashedBottle=2,,Base,Base,,,Item
Base.SkillRequired:Electricity=3;Woodwork=2,,Base,Base,,,Item
Base.SmallSheetMetal=10,,Base,Base,,,Item
Base.ElectricWire=4,,Base,Base,,,Item
Base.SkillRequired:Doctor=3;MetalWelding=4;Electricity=4,,Base,Base,,,Item
Base.SkillRequired:Doctor=1;MetalWelding=3;Electricity=2,,Base,Base,,,Item
Base.Screwdriver=5,,Base,Base,,,Item
Base.Wrench=2,,Base,Base,,,Item
Base.WeldingRods=2,,Base,Base,,,Item
Base.CmpTestTubeWithInfectedBlood=5,,Base,Base,,,Item
Base.AlcoholRippedSheets=2,,Base,Base,,,Item
Base.Charcoal=1,,Base,Base,,,Item
Base.CmpFlaskWithLeukocytes=2,,Base,Base,,,Item
Base.LabFlaskWater=2,,Base,Base,,,Item
Base.LabFlaskWater=3,,Base,Base,,,Item
Base.LabFlaskWater=4,,Base,Base,,,Item
Base.CmpTestTubeWithAntibodies=12,,Base,Base,,,Item
TLK_ArizonaTea.TLK_ArizonaPack,,TLK_ArizonaTea,TLK_ArizonaTea,,,Item
TLK_ArizonaTea.TLK_ArizonaLemon,,TLK_ArizonaTea,TLK_ArizonaTea,,,Item
TLK_ArizonaTea.TLK_ArizonaPeach,,TLK_ArizonaTea,TLK_ArizonaTea,,,Item
TLK_ArizonaTea.TLK_ArizonaRaspberry,,TLK_ArizonaTea,TLK_ArizonaTea,,,Item
TLK_ArizonaTea.TLK_ArizonaGreen,,TLK_ArizonaTea,TLK_ArizonaTea,,,Item
TLK_ArizonaTea.TLK_ArizonaGreenDiet,,TLK_ArizonaTea,TLK_ArizonaTea,,,Item
TLK_ArizonaTea.TLK_ArizonaSweet,,TLK_ArizonaTea,TLK_ArizonaTea,,,Item
TLK_ArizonaTea.TLK_ArizonaArnPalm,,TLK_ArizonaTea,TLK_ArizonaTea,,,Item
TLK_ArizonaTea.TLK_ArizonaArnPalmDiet,,TLK_ArizonaTea,TLK_ArizonaTea,,,Item
TLK_ArizonaTea.TLK_ArizonaWatermelon,,TLK_ArizonaTea,TLK_ArizonaTea,,,Item
TLK_ArizonaTea.TLK_ArizonaGrape,,TLK_ArizonaTea,TLK_ArizonaTea,,,Item
TLK_ArizonaTea.TLK_ArizonaStrawberry,,TLK_ArizonaTea,TLK_ArizonaTea,,,Item
TLK_ArizonaTea.TLK_ArizonaMango,,TLK_ArizonaTea,TLK_ArizonaTea,,,Item
TLK_ArizonaTea.TLK_ArizonaEnergy,,TLK_ArizonaTea,TLK_ArizonaTea,,,Item
TLK_ArizonaTea.TLK_ArizonaHard,,TLK_ArizonaTea,TLK_ArizonaTea,,,Item
Lifestyle.paintPaletteEmpty,调色板 (空),Lifestyle,Lifestyle,,,Item
Lifestyle.paintTubs,颜料罐,Lifestyle,Lifestyle,,,Item
Lifestyle.paintPalette,调色板,Lifestyle,Lifestyle,,,Item
Lifestyle.upgradeElectric,电子升级零件,Lifestyle,Lifestyle,,,Item
Lifestyle.upgradeMechanical,,Lifestyle,Lifestyle,,,Item
Lifestyle.upgradePlumbing,,Lifestyle,Lifestyle,,,Item
Lifestyle.upgradeWood,,Lifestyle,Lifestyle,,,Item
Lifestyle.oldPaintBrush,画笔,Lifestyle,Lifestyle,,,Item
Base.Mop,,Base,Base,,,Item
Lifestyle.SheetMusicBook,乐谱册,Lifestyle,Lifestyle,,,Item
Base.CeramicCrucibleWithGlass,,Base,Base,,,Item
Base.U1550LWindshield2,,Base,Base,,,Item
Base.U1550LWindow2,,Base,Base,,,Item
Base.U1550LRearWindow2,,Base,Base,,,Item
Base.U1550LBull2,,Base,Base,,,Item
Base.U1550LWindshieldBars2,,Base,Base,,,Item
Base.U1550LWindowArmor2,,Base,Base,,,Item
Base.U1550LInteriorArmoring2,,Base,Base,,,Item
Base.U1550LTarp2,,Base,Base,,,Item
Base.Revolver,S&W M625 左轮手枪,Base,Base,,,Item
Base.SharpRevolver,,Base,Base,,,Item
Base.Revolver_Short,S&W M36 左轮手枪,Base,Base,,,Item
Base.SharpRevolver_Short,,Base,Base,,,Item
Base.Revolver_Long,M29,Base,Base,,,Item
Base.SharpRevolver_Long,,Base,Base,,,Item
Base.AssaultRifle,M16A2,Base,Base,,,Item
Base.SharpAssaultRifle,,Base,Base,,,Item
Base.DoubleBarrelShotgun,双管霰弹枪,Base,Base,,,Item
Base.SharpDoubleBarrelShotgun,,Base,Base,,,Item
Base.DoubleBarrelShotgunSawnoff,截短双管霰弹枪,Base,Base,,,Item
Base.SharpDoubleBarrelShotgunSawnoff,,Base,Base,,,Item
Base.GasmaskFilter,防毒面具滤罐,Base,Base,,,Item
Base.RespiratorFilters,,Base,Base,,,Item
Base.Katana,,Base,Base,,,Item
Base.SturdyKatana,,Base,Base,,,Item
Base.MacheteForged,,Base,Base,,,Item
Base.SturdyMacheteForged,,Base,Base,,,Item
Base.SturdyAxe,,Base,Base,,,Item
Base.HandAxe,,Base,Base,,,Item
Base.SturdyHandAxe,,Base,Base,,,Item
Base.WoodAxe,,Base,Base,,,Item
Base.SturdyWoodAxe,,Base,Base,,,Item
Base.MeatCleaver,,Base,Base,,,Item
Base.SturdyMeatCleaverForged,,Base,Base,,,Item
Base.HuntingKnife,,Base,Base,,,Item
Base.SturdyHuntingKnife,,Base,Base,,,Item
Base.SturdyNightstick,,Base,Base,,,Item
Base.Axe_Old,,Base,Base,,,Item
Base.HandAxe_Old,,Base,Base,,,Item
Base.WoodAxeForged,,Base,Base,,,Item
Base.MeatCleaverForged,,Base,Base,,,Item
Base.HuntingKnifeForged,,Base,Base,,,Item
Base.90bmwE30Tire3,,Base,Base,,,Item
Base.90bmwE30mTire3,,Base,Base,,,Item
Base.90bmwE30EngineDoor3,,Base,Base,,,Item
Base.90bmwE30SedanFrontDoor3,,Base,Base,,,Item
Base.90bmwE30CabrioFrontDoor3,,Base,Base,,,Item
Base.90bmwE30SedanRearDoor3,,Base,Base,,,Item
Base.90bmwE30TouringRearDoor3,,Base,Base,,,Item
Base.90bmwE30SedanTrunkDoor3,,Base,Base,,,Item
Base.90bmwE30m3TrunkDoor3,,Base,Base,,,Item
Base.90bmwE30TouringTrunkDoor3,,Base,Base,,,Item
Base.90bmwE30CabrioRoofLid3,,Base,Base,,,Item
Base.90bmwE30SeatFront3,,Base,Base,,,Item
Base.90bmwE30SeatRear3,,Base,Base,,,Item
Base.90bmwE30Windshield3,,Base,Base,,,Item
Base.90bmwE30FrontSideWindow3,,Base,Base,,,Item
Base.90bmwE30CabrioSideWindows3,,Base,Base,,,Item
Base.90bmwE30SedanRearSideWindow3,,Base,Base,,,Item
Base.90bmwE30TouringRearSideWindow3,,Base,Base,,,Item
Base.90bmwE30TouringBackSideWindow3,,Base,Base,,,Item
Base.90bmwE30RearWindshield3,,Base,Base,,,Item
Base.90bmwE30WindshieldArmor,,Base,Base,,,Item
Base.90bmwE30FrontWindowArmor,,Base,Base,,,Item
Base.90bmwE30SedanRearWindowArmor,,Base,Base,,,Item
Base.90bmwE30CabrioWindowArmor,,Base,Base,,,Item
Base.90bmwE30TouringRearWindowArmor,,Base,Base,,,Item
Base.90bmwE30TouringBackWindowArmor,,Base,Base,,,Item
Base.90bmwE30WindshieldRearArmor,,Base,Base,,,Item
Base.90bmwE30Bullbar,,Base,Base,,,Item
Base.90bmwE30BumperFront,,Base,Base,,,Item
Base.90bmwE30BumperFrontA,,Base,Base,,,Item
Base.90bmwE30BumperFrontM,,Base,Base,,,Item
Base.90bmwE30BumperFrontMA,,Base,Base,,,Item
Base.90bmwE30Roofrack3,,Base,Base,,,Item
"Base.SheetMetal = 3, ElectronicsScrap = 4",,Base,Base,,,Item
Base.Result: SpaceMarine_BackPack,,Base,Base,,,Item
Base.NeedToBeLearn: false,,Base,Base,,,Item
Base.CanBeDoneFromFloor:TRUE,,Base,Base,,,Item
Base.Category:Space Marine,,Base,Base,,,Item
Base.Result: SpaceMarine_BackPack_BlackTemplar,,Base,Base,,,Item
"Base.SheetMetal = 2, ElectronicsScrap = 2",,Base,Base,,,Item
Base.Result: SpaceMarine_Helmet,,Base,Base,,,Item
Base.Result: SpaceMarine_Helmet_BlackTemplar,,Base,Base,,,Item
"Base.SheetMetal = 2, SmallSheetMetal = 3, ElectronicsScrap = 2",,Base,Base,,,Item
Base.Result: SpaceMarine_Armor,,Base,Base,,,Item
Base.Result: SpaceMarine_Armor_Plates,,Base,Base,,,Item
Base.Result: SpaceMarine_Armor_BlackTemplar,,Base,Base,,,Item
"Base.SheetMetal = 1, ElectronicsScrap = 1",,Base,Base,,,Item
Base.Result: SpaceMarine_Armor_Shoulders,,Base,Base,,,Item
Base.Result: SpaceMarine_Armor_Shoulders_Plates,,Base,Base,,,Item
Base.Result: SpaceMarine_Armor_Shoulders_BlackTemplar,,Base,Base,,,Item
LK.LegendaryKatana_Blade,传奇武士刀刀身,LK,LK,,,Item
LK.LegendaryKatana_Handle,传奇武士刀刀柄,LK,LK,,,Item
LK.LegendaryKatanaBlack,传奇武士刀 (黑),LK,LK,,,Item
LK.LegendaryKatanaOrange,传奇武士刀 (橙),LK,LK,,,Item
LK.LegendaryKatanaGrey,传奇武士刀 (灰),LK,LK,,,Item
LK.LegendaryKatanaGreen,传奇武士刀 (绿),LK,LK,,,Item
LK.LegendaryKatanaBrown,传奇武士刀 (棕),LK,LK,,,Item
LK.LegendaryKatanaPink,传奇武士刀 (粉),LK,LK,,,Item
LK.LegendaryKatanaPurple,传奇武士刀 (紫),LK,LK,,,Item
LK.LegendaryKatanaRed,传奇武士刀 (红),LK,LK,,,Item
LK.LegendaryKatanaWhite,传奇武士刀 (白),LK,LK,,,Item
LK.LegendaryKatanaBlue,传奇武士刀 (蓝),LK,LK,,,Item
LK.LegendaryKatanaSheathBackWood,武士刀鞘 (木质 背部),LK,LK,,,Item
LK.LegendaryKatanaSheathBackGrey,武士刀鞘 (灰 背部),LK,LK,,,Item
LK.LegendaryKatanaSheathBackGreen,武士刀鞘 (绿 背部),LK,LK,,,Item
LK.LegendaryKatanaSheathBackBrown,武士刀鞘 (棕 背部),LK,LK,,,Item
LK.LegendaryKatanaSheathBackOrange,武士刀鞘 (橙 背部),LK,LK,,,Item
LK.LegendaryKatanaSheathBackPink,武士刀鞘 (粉 背部),LK,LK,,,Item
LK.LegendaryKatanaSheathBackPurple,武士刀鞘 (紫 背部),LK,LK,,,Item
LK.LegendaryKatanaSheathBackRed,武士刀鞘 (红 背部),LK,LK,,,Item
LK.LegendaryKatanaSheathBackWhite,武士刀鞘 (白 背部),LK,LK,,,Item
LK.LegendaryKatanaSheathBackBlue,武士刀鞘 (蓝 背部),LK,LK,,,Item
LK.LegendaryKatanaSheathBackBlack,武士刀鞘 (黑 背部),LK,LK,,,Item
LK.LegendaryWakizashiBlack,传奇胁差 (黑),LK,LK,,,Item
LK.LegendaryWakizashiOrange,传奇胁差 (橙),LK,LK,,,Item
LK.LegendaryWakizashiGrey,传奇胁差 (灰),LK,LK,,,Item
LK.LegendaryWakizashiGreen,传奇胁差 (绿),LK,LK,,,Item
LK.LegendaryWakizashiBrown,传奇胁差 (棕),LK,LK,,,Item
LK.LegendaryWakizashiPink,传奇胁差 (粉),LK,LK,,,Item
LK.LegendaryWakizashiPurple,传奇胁差 (紫),LK,LK,,,Item
LK.LegendaryWakizashiRed,传奇胁差 (红),LK,LK,,,Item
LK.LegendaryWakizashiWhite,传奇胁差 (白),LK,LK,,,Item
LK.LegendaryWakizashiBlue,传奇胁差 (蓝),LK,LK,,,Item
LK.LegendaryWakizashiSheathBackWood,胁差刀鞘 (木质 背部),LK,LK,,,Item
LK.LegendaryWakizashiSheathBackGrey,胁差刀鞘 (灰 背部),LK,LK,,,Item
LK.LegendaryWakizashiSheathBackGreen,胁差刀鞘 (绿 背部),LK,LK,,,Item
LK.LegendaryWakizashiSheathBackRed,胁差刀鞘 (红 背部),LK,LK,,,Item
LK.LegendaryWakizashiSheathBackBlue,胁差刀鞘 (蓝 背部),LK,LK,,,Item
LK.LegendaryWakizashiSheathBackPurple,胁差刀鞘 (紫 背部),LK,LK,,,Item
LK.LegendaryWakizashiSheathBackPink,胁差刀鞘 (粉 背部),LK,LK,,,Item
LK.LegendaryWakizashiSheathBackOrange,胁差刀鞘 (橙 背部),LK,LK,,,Item
LK.LegendaryWakizashiSheathBackBrown,胁差刀鞘 (棕 背部),LK,LK,,,Item
LK.LegendaryWakizashiSheathBackWhite,胁差刀鞘 (白 背部),LK,LK,,,Item
LK.LegendaryWakizashiSheathBackBlack,胁差刀鞘 (黑 背部),LK,LK,,,Item
Base.84cadillacDeVilleEngineDoor1,,Base,Base,,,Item
Base.84cadillacDeVilleTrunkDoor1,,Base,Base,,,Item
Base.84cadillacDeVilleSeatFront1,,Base,Base,,,Item
Base.84cadillacDeVilleSeatRear1,,Base,Base,,,Item
Base.84cadillacDeVilleBumperFront0,,Base,Base,,,Item
Base.84cadillacDeVilleBumperFrontA,,Base,Base,,,Item
Base.84cadillacDeVilleBumperRear0,,Base,Base,,,Item
Base.97BushEngineDoor2,,Base,Base,,,Item
Base.97BushDoor2,,Base,Base,,,Item
Base.97BushHatch2,,Base,Base,,,Item
Base.97BushStorageLidSmall,,Base,Base,,,Item
Base.97BushStorageLidLarge,,Base,Base,,,Item
Base.97BushWindshield2,,Base,Base,,,Item
Base.97BushFrontSideWindow2,,Base,Base,,,Item
Base.97BushSideWindow2,,Base,Base,,,Item
Base.97BushWindshieldRear2,,Base,Base,,,Item
Base.97BushRoofStorage0,,Base,Base,,,Item
Base.97BushBullbarSAS,,Base,Base,,,Item
Base.97BushMudflaps,,Base,Base,,,Item
Base.97BushGasTank2,,Base,Base,,,Item
Base.97BushLeftFender0,,Base,Base,,,Item
Base.97BushRightFender0,,Base,Base,,,Item
Base.97BushLeftStorage0,,Base,Base,,,Item
Base.97BushRightStorage0,,Base,Base,,,Item
Base.97BushmasterSeat,,Base,Base,,,Item
Base.97BushmasterGunnerSeat,,Base,Base,,,Item
Base.63Type2VanTireOffroad2,,Base,Base,,,Item
Base.63Type2VanEngineDoor1,,Base,Base,,,Item
Base.63Type2VanFrontDoor1,,Base,Base,,,Item
Base.63Type2VanRearDoor1,,Base,Base,,,Item
Base.63Type2VanRearSplitDoor1,,Base,Base,,,Item
Base.63Type2VanTrunkDoor1,,Base,Base,,,Item
Base.63Type2VanTruckBedLid1,,Base,Base,,,Item
Base.63Type2VanWindshield1,,Base,Base,,,Item
Base.63Type2VanFrontSideWindow1,,Base,Base,,,Item
Base.63Type2VanRearSideWindow1,,Base,Base,,,Item
Base.63Type2VanRearDoubleWindow1,,Base,Base,,,Item
Base.63Type2VanWindshieldRear1,,Base,Base,,,Item
Base.63Type2VanWindshieldArmor,,Base,Base,,,Item
Base.63Type2VanFrontWindowArmor,,Base,Base,,,Item
Base.63Type2VanRearWindowArmor,,Base,Base,,,Item
Base.63Type2VanDoubleRearWindowArmor,,Base,Base,,,Item
Base.63Type2VanWindshieldRearArmor,,Base,Base,,,Item
Base.63Type2VanBumperFront0,,Base,Base,,,Item
